inst,stim,mnist_index,cond,acc,rt,conf,sat,noise
20,5,4356,1,0.14,4.89,13463.44825,3,High
21,5,4356,1,0.99,4.17,30795.95266,3,High
22,5,4356,1,0,6.49,10716.56272,3,High
23,5,4356,1,0,5.55,13858.21983,3,High
24,5,4356,1,0.09,6.69,12420.19978,3,High
25,5,4356,1,0,5.65,13429.02054,3,High
26,5,4356,1,0,5.49,12731.21428,3,High
27,5,4356,1,0.74,5.38,10386.31873,3,High
28,5,4356,1,0.15,5.43,17849.86211,3,High
29,5,4356,1,0.01,5.85,22384.08525,3,High
30,5,4356,1,0,5.82,22240.99834,3,High
31,5,4356,1,0,4.35,26522.07887,3,High
32,5,4356,1,0.03,5.91,14426.18654,3,High
33,5,4356,1,0.7,5.37,13716.50201,3,High
34,5,4356,1,0.37,5.72,14963.14261,3,High
35,5,4356,1,0.08,5.21,19224.97792,3,High
36,5,4356,1,0.49,6.18,15271.38234,3,High
37,5,4356,1,0.07,4.8,17536.45218,3,High
38,5,4356,1,0.06,3.72,35320.99439,3,High
39,5,4356,1,0.05,5.59,21131.39772,3,High
40,5,4356,1,0.93,4.95,11277.96021,3,High
41,5,4356,1,0.17,6.69,12238.17636,3,High
42,5,4356,1,0.05,3.36,10522.69008,3,High
43,5,4356,1,0,5.13,17070.97854,3,High
44,5,4356,1,0.05,5.24,14935.21404,3,High
45,5,4356,1,0.28,5.78,12005.22783,3,High
46,5,4356,1,0.01,4.46,16878.45779,3,High
47,5,4356,1,0,4.69,30195.07563,3,High
48,5,4356,1,0.51,3.81,11000.56914,3,High
49,5,4356,1,0.72,4.81,16728.87713,3,High
50,5,4356,1,0.71,4.95,15170.68617,3,High
51,5,4356,1,0.8,4.95,17145.668,3,High
52,5,4356,1,0.95,4.51,21462.60365,3,High
53,5,4356,1,0.16,5.23,18275.72771,3,High
54,5,4356,1,0.81,5.63,14505.05111,3,High
55,5,4356,1,0.16,7.1,13130.22939,3,High
56,5,4356,1,0.14,6.97,12973.96283,3,High
57,5,4356,1,0.44,4.41,21238.70316,3,High
58,5,4356,1,0,5.33,15134.45244,3,High
59,5,4356,1,0.02,5.45,14423.49721,3,High
0,5,4375,0,0.69,16.21,13527.50955,6,High
1,5,4375,0,0.95,10.04,39512.1034,6,High
2,5,4375,0,0.98,9.34,39368.94193,6,High
3,5,4375,0,0,7.49,97371.77734,6,High
4,5,4375,0,0.76,13.77,51686.04496,6,High
5,5,4375,0,0,9.74,64150.9627,6,High
6,5,4375,0,0.98,10.74,53425.77191,6,High
7,5,4375,0,0.92,10.78,61533.46406,6,High
8,5,4375,0,0.12,12.16,36492.85652,6,High
9,5,4375,0,0.32,9.87,49674.36531,6,High
10,5,4375,0,0.1,12.07,61599.68633,6,High
11,5,4375,0,0.31,11.19,28172.43269,6,High
12,5,4375,0,0.03,10.88,20327.88622,6,High
13,5,4375,0,0.73,10.52,36998.8248,6,High
14,5,4375,0,0.67,10.76,33232.26258,6,High
15,5,4375,0,0,7.64,101323.1489,6,High
16,5,4375,0,0,7.5,98155.84555,6,High
17,5,4375,0,0.47,16.02,24757.35583,6,High
18,5,4375,0,0.96,8.97,66827.66813,6,High
19,5,4375,0,0.08,13.22,36159.92457,6,High
20,5,4375,0,0.5,12.03,25022.25252,6,High
21,5,4375,0,1,9.55,48660.35445,6,High
22,5,4375,0,0,13.86,24012.39736,6,High
23,5,4375,0,0,15.5,27391.64945,6,High
24,5,4375,0,0,9.66,51521.76471,6,High
25,5,4375,0,0,15.34,28593.21424,6,High
26,5,4375,0,0,14.87,30354.94293,6,High
27,5,4375,0,1,8.99,37999.71277,6,High
28,5,4375,0,0,10.31,58113.21941,6,High
29,5,4375,0,0,10.66,52010.4102,6,High
30,5,4375,0,0,10.58,55764.25285,6,High
31,5,4375,0,0,11.83,57137.82137,6,High
32,5,4375,0,0,13.36,23694.55066,6,High
33,5,4375,0,1,9.26,57209.91512,6,High
34,5,4375,0,0,11.04,59341.1918,6,High
35,5,4375,0,0,8.09,65721.38668,6,High
36,5,4375,0,0,10.66,56385.8068,6,High
37,5,4375,0,0.13,15.29,16874.51328,6,High
38,5,4375,0,0.55,17.57,30837.72154,6,High
39,5,4375,0,0.07,9.48,51923.39371,6,High
40,5,4375,0,1,9.3,44934.64824,6,High
41,5,4375,0,0,9.16,58424.23172,6,High
42,5,4375,0,0.01,14.21,20836.72641,6,High
43,5,4375,0,0,7.93,54175.26172,6,High
44,5,4375,0,0,10.16,41758.27997,6,High
45,5,4375,0,0.73,10.6,25176.58789,6,High
46,5,4375,0,0,8.62,51327.60693,6,High
47,5,4375,0,0,10.92,43361.14398,6,High
48,5,4375,0,0.03,11.35,29799.25158,6,High
49,5,4375,0,1,6.95,70281.24195,6,High
50,5,4375,0,1,6.51,78366.30574,6,High
51,5,4375,0,0.95,9.13,64638.6968,6,High
52,5,4375,0,0.87,11.46,34912.53227,6,High
53,5,4375,0,0.15,14.97,32710.47621,6,High
54,5,4375,0,0.29,11.78,27758.1459,6,High
55,5,4375,0,0.99,11.39,35397.14344,6,High
56,5,4375,0,1,10.7,38095.5516,6,High
57,5,4375,0,0.96,7.88,71533.4,6,High
58,5,4375,0,0,13.03,43011.38188,6,High
59,5,4375,0,0,14.24,41417.07641,6,High
0,3,4394,1,0.93,4.46,13472.39723,3,High
1,3,4394,1,0.48,5.33,17749.68781,3,High
2,3,4394,1,0.24,5.52,16363.91897,3,High
3,3,4394,1,1,3.21,66598.555,3,High
4,3,4394,1,0.11,5.33,28549.17779,3,High
5,3,4394,1,0.26,5.22,17418.01414,3,High
6,3,4394,1,0.85,4.4,27041.49719,3,High
7,3,4394,1,0.84,4.89,23731.3779,3,High
8,3,4394,1,0.25,5.47,13429.69566,3,High
9,3,4394,1,0.61,5.03,25818.75213,3,High
10,3,4394,1,0.91,4.53,31317.73379,3,High
11,3,4394,1,0.96,4.79,41453.54094,3,High
12,3,4394,1,0.01,7.02,14769.4874,3,High
13,3,4394,1,1,3.12,52103.71242,3,High
14,3,4394,1,1,3.07,52691.84172,3,High
15,3,4394,1,1,3.23,66458.74172,3,High
16,3,4394,1,1,3.19,65290.72637,3,High
17,3,4394,1,0.67,5.32,23048.47168,3,High
18,3,4394,1,1,3.35,40302.08162,3,High
19,3,4394,1,0.01,6.59,18159.77645,3,High
20,3,4394,1,0.88,5.33,21816.4079,3,High
21,3,4394,1,0.95,4.78,26517.18628,3,High
22,3,4394,1,0.01,5.47,17918.36525,3,High
23,3,4394,1,0.52,4.95,13297.15885,3,High
24,3,4394,1,0.5,6.03,9267.911404,3,High
25,3,4394,1,0.57,4.7,13589.7999,3,High
26,3,4394,1,0.54,4.92,12657.4617,3,High
27,3,4394,1,0.99,3.72,22422.72452,3,High
28,3,4394,1,0.38,4.97,14861.69381,3,High
29,3,4394,1,0.08,5.47,18619.83127,3,High
30,3,4394,1,0.07,5.58,17139.98087,3,High
31,3,4394,1,0.99,4.73,21449.05182,3,High
32,3,4394,1,0.04,4.3,24978.7944,3,High
33,3,4394,1,0.56,5.77,14383.35988,3,High
34,3,4394,1,0.72,4.91,20249.78145,3,High
35,3,4394,1,0,3.47,41391.59967,3,High
36,3,4394,1,0.67,4.91,20013.99738,3,High
37,3,4394,1,0.98,3.82,28288.69587,3,High
38,3,4394,1,0.88,4.85,31616.69539,3,High
39,3,4394,1,0.9,5.12,19609.54233,3,High
40,3,4394,1,0.99,3.62,21509.56422,3,High
41,3,4394,1,0.21,5.85,17065.18213,3,High
42,3,4394,1,0.06,5.03,9979.762029,3,High
43,3,4394,1,0.96,4.75,22815.30938,3,High
44,3,4394,1,1,3.59,34144.72859,3,High
45,3,4394,1,0.32,5.46,10853.99736,3,High
46,3,4394,1,0.17,5.63,11561.08224,3,High
47,3,4394,1,0.06,5.98,9921.721064,3,High
48,3,4394,1,0.9,5.35,18671.18604,3,High
49,3,4394,1,0.89,3.91,18800.79778,3,High
50,3,4394,1,0.89,3.92,18226.72714,3,High
51,3,4394,1,0.99,3.22,40079.48156,3,High
52,3,4394,1,0.66,5.71,15089.11066,3,High
53,3,4394,1,0.04,5.24,24089.64279,3,High
54,3,4394,1,0.99,4.01,27479.74979,3,High
55,3,4394,1,0.76,6.08,13793.41719,3,High
56,3,4394,1,0.84,6.14,13678.62305,3,High
57,3,4394,1,0.65,4.64,22629.76443,3,High
58,3,4394,1,1,3.44,38571.73828,3,High
59,3,4394,1,1,3.53,39359.70475,3,High
0,4,4397,1,0.25,6.49,6283.858864,3,High
1,4,4397,1,0.1,6.05,13664.13175,3,High
2,4,4397,1,0.19,3.61,43229.38609,3,High
3,4,4397,1,0.14,6.14,17551.54229,3,High
4,4,4397,1,0.32,5.2,24359.56975,3,High
5,4,4397,1,0.44,6.47,17565.78287,3,High
6,4,4397,1,0.91,4.3,34877.68816,3,High
7,4,4397,1,0.35,6.42,17200.3516,3,High
8,4,4397,1,0.7,5.66,19440.61038,3,High
9,4,4397,1,0.37,5.86,19989.68633,3,High
10,4,4397,1,1,3.22,60116.48295,3,High
11,4,4397,1,0.78,3.6,81792.1393,3,High
12,4,4397,1,0.96,4.39,28104.76117,3,High
13,4,4397,1,0.01,4.41,21533.12391,3,High
14,4,4397,1,0.01,4.29,21176.83893,3,High
15,4,4397,1,0.17,6.48,16431.68966,3,High
16,4,4397,1,0.16,6.14,15707.19416,3,High
17,4,4397,1,1,3.14,80698.91207,3,High
18,4,4397,1,1,3.67,38518.58547,3,High
19,4,4397,1,0.83,4.19,35913.66773,3,High
20,4,4397,1,0.68,4.88,13811.21191,3,High
21,4,4397,1,1,3.56,39459.7627,3,High
22,4,4397,1,0.96,4.62,15150.99851,3,High
23,4,4397,1,0,4.8,17684.45737,3,High
24,4,4397,1,0.93,4.98,22012.56425,3,High
25,4,4397,1,0.02,4.82,18631.63858,3,High
26,4,4397,1,0.01,4.66,17506.84097,3,High
27,4,4397,1,1,4.2,14883.27966,3,High
28,4,4397,1,1,3.99,27458.55317,3,High
29,4,4397,1,1,3.09,117813.3926,3,High
30,4,4397,1,1,3.07,117550.1272,3,High
31,4,4397,1,0.24,5.51,20694.41682,3,High
32,4,4397,1,0,5.59,17100.40229,3,High
33,4,4397,1,0,5.63,11792.38084,3,High
34,4,4397,1,0.99,3.81,40344.25168,3,High
35,4,4397,1,0.97,4.19,39894.24246,3,High
36,4,4397,1,0.97,3.87,36664.56217,3,High
37,4,4397,1,0.82,5.78,14213.55783,3,High
38,4,4397,1,0.98,3.93,42633.17518,3,High
39,4,4397,1,0,4.46,25686.87117,3,High
40,4,4397,1,0.99,4.54,12801.2668,3,High
41,4,4397,1,0.97,3.68,37540.20426,3,High
42,4,4397,1,0.99,4.01,22842.04695,3,High
43,4,4397,1,1,3.82,43873.8674,3,High
44,4,4397,1,0.93,4.05,24220.13557,3,High
45,4,4397,1,0.67,5.93,12593.06542,3,High
46,4,4397,1,0.58,5.74,12094.99695,3,High
47,4,4397,1,0.84,4.43,23361.82885,3,High
48,4,4397,1,1,3.03,79269.995,3,High
49,4,4397,1,0.97,4.44,23576.74852,3,High
50,4,4397,1,0.91,4.2,24022.49705,3,High
51,4,4397,1,1,3.01,62742.37914,3,High
52,4,4397,1,1,3.67,28150.3192,3,High
53,4,4397,1,0.83,4.17,38338.35234,3,High
54,4,4397,1,1,3.35,38717.41842,3,High
55,4,4397,1,0.98,4.87,18435.75978,3,High
56,4,4397,1,0.97,4.39,19466.37095,3,High
57,4,4397,1,0.12,6.77,16726.91555,3,High
58,4,4397,1,0.04,5.5,11982.77853,3,High
59,4,4397,1,0.06,5.55,12137.16541,3,High
0,6,4417,0,0.87,11.11,14626.10818,6,Low
1,6,4417,0,1,6.09,115989.3116,6,Low
2,6,4417,0,1,6.01,160565.6012,6,Low
3,6,4417,0,1,6.54,108831.7333,6,Low
4,6,4417,0,1,6.16,135764.7615,6,Low
5,6,4417,0,0.91,13.17,28781.71629,6,Low
6,6,4417,0,1,6.05,196156.6585,6,Low
7,6,4417,0,1,6.17,134918.147,6,Low
8,6,4417,0,1,7.29,84828.13117,6,Low
9,6,4417,0,1,6.02,285973.8813,6,Low
10,6,4417,0,1,6.28,138312.7183,6,Low
11,6,4417,0,1,6,366911.6198,6,Low
12,6,4417,0,1,7.53,63908.25867,6,Low
13,6,4417,0,1,6.16,81867.55258,6,Low
14,6,4417,0,1,6.11,82533.87094,6,Low
15,6,4417,0,1,6.6,112660.0923,6,Low
16,6,4417,0,1,6.59,109338.0228,6,Low
17,6,4417,0,1,6.04,146426.8884,6,Low
18,6,4417,0,1,6.01,160884.0158,6,Low
19,6,4417,0,1,6.08,181755.014,6,Low
20,6,4417,0,1,7.17,70867.16289,6,Low
21,6,4417,0,1,6.07,122876.7939,6,Low
22,6,4417,0,1,6.52,76717.75242,6,Low
23,6,4417,0,0.95,12.61,31604.43941,6,Low
24,6,4417,0,1,6.25,93994.85496,6,Low
25,6,4417,0,0.94,13.07,31749.16805,6,Low
26,6,4417,0,0.95,12.36,34698.92793,6,Low
27,6,4417,0,1,6.07,85404.71469,6,Low
28,6,4417,0,1,6.05,134937.1546,6,Low
29,6,4417,0,0.98,7.53,68820.76648,6,Low
30,6,4417,0,1,7.4,73751.94891,6,Low
31,6,4417,0,1,6.16,138503.3555,6,Low
32,6,4417,0,1,6.21,97077.27926,6,Low
33,6,4417,0,1,6.72,75238.465,6,Low
34,6,4417,0,1,6.03,162944.9244,6,Low
35,6,4417,0,1,6.1,200292.3822,6,Low
36,6,4417,0,1,6.04,160834.2231,6,Low
37,6,4417,0,1,6.38,74347.87371,6,Low
38,6,4417,0,1,6.01,191753.6427,6,Low
39,6,4417,0,0.97,8.37,53211.48949,6,Low
40,6,4417,0,1,6.11,71234.17223,6,Low
41,6,4417,0,1,6,203209.1554,6,Low
42,6,4417,0,1,6.24,81432.60762,6,Low
43,6,4417,0,1,6.13,149160.4854,6,Low
44,6,4417,0,1,6.04,146397.3214,6,Low
45,6,4417,0,1,6.11,110673.5077,6,Low
46,6,4417,0,1,8.58,49872.88668,6,Low
47,6,4417,0,1,6.21,125060.8053,6,Low
48,6,4417,0,1,6.01,160196.318,6,Low
49,6,4417,0,1,6.19,96208.22051,6,Low
50,6,4417,0,1,6.04,94374.7359,6,Low
51,6,4417,0,1,6.01,160341.8439,6,Low
52,6,4417,0,1,6.05,141387.5198,6,Low
53,6,4417,0,1,6.03,205823.4402,6,Low
54,6,4417,0,1,6.11,93889.63188,6,Low
55,6,4417,0,1,6.6,76296.57996,6,Low
56,6,4417,0,1,6.48,76415.54527,6,Low
57,6,4417,0,1,7.36,64187.68281,6,Low
58,6,4417,0,1,6.66,78114.03227,6,Low
59,6,4417,0,1,6.63,73457.3407,6,Low
0,3,4436,0,0.3,10.98,12974.89342,6,Low
1,3,4436,0,1,6.2,155719.3727,6,Low
2,3,4436,0,0.15,10.24,33997.665,6,Low
3,3,4436,0,0.54,10.34,27687.96734,6,Low
4,3,4436,0,1,7.68,90974.49344,6,Low
5,3,4436,0,0.98,8.49,65665.93148,6,Low
6,3,4436,0,0.71,11.19,35552.16063,6,Low
7,3,4436,0,0.83,9.47,46829.94648,6,Low
8,3,4436,0,0.95,8.71,57105.01215,6,Low
9,3,4436,0,0.79,13.61,33877.06406,6,Low
10,3,4436,0,0.93,8.66,59403.65773,6,Low
11,3,4436,0,0.06,7.88,100201.3988,6,Low
12,3,4436,0,0.07,9.79,38866.63672,6,Low
13,3,4436,0,1,6.65,76331.97043,6,Low
14,3,4436,0,1,6.85,76959.10262,6,Low
15,3,4436,0,0.61,10.11,28045.50141,6,Low
16,3,4436,0,0.57,9.88,29192.14504,6,Low
17,3,4436,0,0.09,9.78,41960.84648,6,Low
18,3,4436,0,1,6.98,82165.6193,6,Low
19,3,4436,0,0,13.97,37511.37844,6,Low
20,3,4436,0,0.9,9.55,42774.0116,6,Low
21,3,4436,0,0.77,10.13,36321.17059,6,Low
22,3,4436,0,0.33,12.95,22963.3259,6,Low
23,3,4436,0,0.01,9.97,38328.79371,6,Low
24,3,4436,0,0,13.64,29778.45063,6,Low
25,3,4436,0,0,10.41,36507.95531,6,Low
26,3,4436,0,0.03,10.43,35385.44672,6,Low
27,3,4436,0,0.75,10.83,18410.76965,6,Low
28,3,4436,0,1,6.32,116918.6285,6,Low
29,3,4436,0,0,7.87,61246.13336,6,Low
30,3,4436,0,0,8.03,62378.41355,6,Low
31,3,4436,0,0.58,10.24,27376.89953,6,Low
32,3,4436,0,0.92,10.82,36402.4373,6,Low
33,3,4436,0,1,8.97,52073.30883,6,Low
34,3,4436,0,1,7.37,74172.57352,6,Low
35,3,4436,0,0.85,9.84,41217.7118,6,Low
36,3,4436,0,1,7.25,72016.9507,6,Low
37,3,4436,0,1,7.21,60545.49938,6,Low
38,3,4436,0,1,7.42,79068.42047,6,Low
39,3,4436,0,1,9.97,48452.90723,6,Low
40,3,4436,0,0.08,10.74,20462.14285,6,Low
41,3,4436,0,0.09,12.53,29768.92975,6,Low
42,3,4436,0,0.03,9.17,31616.07988,6,Low
43,3,4436,0,1,8.56,56506.96617,6,Low
44,3,4436,0,0.03,12.37,26821.28344,6,Low
45,3,4436,0,0.92,10.62,35657.13781,6,Low
46,3,4436,0,0.16,13.74,21077.03051,6,Low
47,3,4436,0,0.07,11.04,44303.13949,6,Low
48,3,4436,0,1,9.78,44910.91398,6,Low
49,3,4436,0,0.95,8.26,41976.39457,6,Low
50,3,4436,0,1,8.12,46154.70145,6,Low
51,3,4436,0,0.99,7.52,61207.31484,6,Low
52,3,4436,0,0.93,9.98,31206.28299,6,Low
53,3,4436,0,1,9.23,46760.95402,6,Low
54,3,4436,0,1,8.53,57435.1541,6,Low
55,3,4436,0,0.87,9.01,30521.98906,6,Low
56,3,4436,0,0.9,9.11,31557.57332,6,Low
57,3,4436,0,0.97,8.17,55341.58594,6,Low
58,3,4436,0,0.58,9.97,24393.1559,6,Low
59,3,4436,0,0.58,10.17,22418.50398,6,Low
0,5,4441,0,0.84,13.7,13568.0405,6,Low
1,5,4441,0,0.92,11.1,36717.56684,6,Low
2,5,4441,0,1,6.59,78086.1691,6,Low
3,5,4441,0,1,6.25,136337.7683,6,Low
4,5,4441,0,1,6.44,97446.29863,6,Low
5,5,4441,0,0.96,11.06,64473.48551,6,Low
6,5,4441,0,1,6.39,122671.2,6,Low
7,5,4441,0,1,7.97,83378.59906,6,Low
8,5,4441,0,1,6.56,129996.9875,6,Low
9,5,4441,0,0.21,11.37,46148.23258,6,Low
10,5,4441,0,0.8,12.2,34322.47578,6,Low
11,5,4441,0,0.41,10.05,58777.63398,6,Low
12,5,4441,0,1,9.4,42432.96648,6,Low
13,5,4441,0,0.65,11.06,28235.17664,6,Low
14,5,4441,0,0.68,10.6,31029.85867,6,Low
15,5,4441,0,1,6.22,137442.795,6,Low
16,5,4441,0,1,6.36,128989.179,6,Low
17,5,4441,0,1,6.4,111779.285,6,Low
18,5,4441,0,1,6.32,109067.549,6,Low
19,5,4441,0,0.6,10.75,25460.04162,6,Low
20,5,4441,0,1,6.72,93587.65621,6,Low
21,5,4441,0,1,6.35,92506.95586,6,Low
22,5,4441,0,0.34,10.05,17625.53099,6,Low
23,5,4441,0,0,13.25,20345.9217,6,Low
24,5,4441,0,0.09,14.26,18856.42543,6,Low
25,5,4441,0,0,13.43,19205.75413,6,Low
26,5,4441,0,0,12.94,21450.53182,6,Low
27,5,4441,0,1,6.32,80909.46941,6,Low
28,5,4441,0,0.96,8.99,50071.47477,6,Low
29,5,4441,0,0,12.57,39749.00402,6,Low
30,5,4441,0,0,11.64,35820.00285,6,Low
31,5,4441,0,0,8.73,67239.59965,6,Low
32,5,4441,0,0.99,10.02,47481.89363,6,Low
33,5,4441,0,0.92,10.51,31936.00943,6,Low
34,5,4441,0,0.83,10.28,31987.64543,6,Low
35,5,4441,0,0.12,14.04,25418.85066,6,Low
36,5,4441,0,0.9,10.1,39398.90262,6,Low
37,5,4441,0,0.62,11.23,17723.75793,6,Low
38,5,4441,0,1,6.14,151589.5678,6,Low
39,5,4441,0,0.8,13.09,30474.85195,6,Low
40,5,4441,0,1,6.29,79172.75059,6,Low
41,5,4441,0,1,6.52,134351.5699,6,Low
42,5,4441,0,0.13,6.4,12039.09515,6,Low
43,5,4441,0,0.8,11.03,31927.96531,6,Low
44,5,4441,0,1,6.63,91246.86523,6,Low
45,5,4441,0,1,6.58,77186.88605,6,Low
46,5,4441,0,0.19,13.18,17494.55078,6,Low
47,5,4441,0,0.82,12.58,37275.09871,6,Low
48,5,4441,0,1,8.78,53245.34285,6,Low
49,5,4441,0,1,7.42,66904.99918,6,Low
50,5,4441,0,1,7.5,65745.55406,6,Low
51,5,4441,0,1,6.27,117020.3446,6,Low
52,5,4441,0,1,7.01,64433.77281,6,Low
53,5,4441,0,1,7.28,90719.04594,6,Low
54,5,4441,0,1,8.03,54790.11988,6,Low
55,5,4441,0,1,6.24,96899.75523,6,Low
56,5,4441,0,1,6.25,98524.12336,6,Low
57,5,4441,0,0.97,8.5,60531.2459,6,Low
58,5,4441,0,0.96,8.17,63440.94961,6,Low
59,5,4441,0,0.95,8.05,62177.30676,6,Low
0,3,4493,0,0.99,9.29,34095.92568,6,High
1,3,4493,0,1,7.95,80810.06836,6,High
2,3,4493,0,0.36,10.95,32080.40348,6,High
3,3,4493,0,1,6.89,96652.38695,6,High
4,3,4493,0,0.49,9.96,46983.31109,6,High
5,3,4493,0,0.97,8.96,67992.45199,6,High
6,3,4493,0,0.98,7.52,79649.51906,6,High
7,3,4493,0,1,7.03,99629.25719,6,High
8,3,4493,0,0.88,10.19,41522.17672,6,High
9,3,4493,0,0.94,9.35,82107.01961,6,High
10,3,4493,0,1,6.17,198921.5739,6,High
11,3,4493,0,0.9,9.23,86143.99727,6,High
12,3,4493,0,0.01,14.27,31414.11645,6,High
13,3,4493,0,1,6.02,188477.7559,6,High
14,3,4493,0,1,6.01,183223.0662,6,High
15,3,4493,0,1,7,98080.24508,6,High
16,3,4493,0,1,7.27,97195.73555,6,High
17,3,4493,0,0.89,9.22,52993.23836,6,High
18,3,4493,0,1,6.16,130518.6616,6,High
19,3,4493,0,0,12.73,50297.4341,6,High
20,3,4493,0,0.99,7.47,75033.42039,6,High
21,3,4493,0,1,6.99,74562.45863,6,High
22,3,4493,0,0.69,14.62,29445.26102,6,High
23,3,4493,0,0.9,12.28,30915.825,6,High
24,3,4493,0,0,14.83,32766.12731,6,High
25,3,4493,0,0.89,12.45,32187.76285,6,High
26,3,4493,0,0.85,12.39,28909.40953,6,High
27,3,4493,0,1,6.44,66065.28578,6,High
28,3,4493,0,1,6.07,146888.5092,6,High
29,3,4493,0,0,9.31,46857.45242,6,High
30,3,4493,0,0,9.49,49811.21551,6,High
31,3,4493,0,1,7.02,93830.10453,6,High
32,3,4493,0,0.34,12.93,27288.60852,6,High
33,3,4493,0,0.98,8.6,50540.16383,6,High
34,3,4493,0,1,6.57,112281.6876,6,High
35,3,4493,0,0.12,13.27,41598.19021,6,High
36,3,4493,0,1,6.45,110333.4989,6,High
37,3,4493,0,1,6.52,84836.49152,6,High
38,3,4493,0,1,6.2,157513.266,6,High
39,3,4493,0,0.93,10.55,49453.91602,6,High
40,3,4493,0,1,6.54,49277.53205,6,High
41,3,4493,0,0.11,14.43,28547.92559,6,High
42,3,4493,0,0.24,8.89,17296.17843,6,High
43,3,4493,0,0.82,9.8,36943.15063,6,High
44,3,4493,0,0.04,9.39,35383.3207,6,High
45,3,4493,0,0.66,12.14,26080.31736,6,High
46,3,4493,0,0.13,9.91,28609.89342,6,High
47,3,4493,0,0,10.12,61353.78086,6,High
48,3,4493,0,0.98,9.64,53976.33492,6,High
49,3,4493,0,1,6.08,130675.9521,6,High
50,3,4493,0,1,6.1,132058.1665,6,High
51,3,4493,0,1,6.07,144091.9227,6,High
52,3,4493,0,1,6.94,64233.04992,6,High
53,3,4493,0,0.03,9.14,59837.59527,6,High
54,3,4493,0,1,6.14,124737.0011,6,High
55,3,4493,0,0.96,9.54,49563.95629,6,High
56,3,4493,0,0.97,10,49567.42473,6,High
57,3,4493,0,1,7.22,84693.89453,6,High
58,3,4493,0,1,6.38,96505.59863,6,High
59,3,4493,0,1,6.46,98175.55344,6,High
0,2,4507,0,0.93,11.27,18531.44146,6,Low
1,2,4507,0,1,7.12,80413.01141,6,Low
2,2,4507,0,1,7.06,61513.79699,6,Low
3,2,4507,0,1,7.44,85355.31586,6,Low
4,2,4507,0,1,6.03,228791.9361,6,Low
5,2,4507,0,0.96,13.15,37896.03242,6,Low
6,2,4507,0,1,6.74,108427.518,6,Low
7,2,4507,0,0.99,7.27,86261.37668,6,Low
8,2,4507,0,0.99,8.45,60014.66305,6,Low
9,2,4507,0,0.93,10.57,66926.33414,6,Low
10,2,4507,0,1,8.28,83026.4193,6,Low
11,2,4507,0,1,6.61,184845.0385,6,Low
12,2,4507,0,1,6.08,146301.9095,6,Low
13,2,4507,0,1,6.72,73222.24262,6,Low
14,2,4507,0,1,6.68,71605.96539,6,Low
15,2,4507,0,1,7.34,83115.23977,6,Low
16,2,4507,0,1,7.01,83832.17219,6,Low
17,2,4507,0,1,6.72,94136.58973,6,Low
18,2,4507,0,1,6.29,125084.5595,6,Low
19,2,4507,0,1,9.69,47929.34141,6,Low
20,2,4507,0,1,6.26,103526.3209,6,Low
21,2,4507,0,1,6.18,128016.9817,6,Low
22,2,4507,0,0.56,15.52,26063.56012,6,Low
23,2,4507,0,1,7.41,58412.79637,6,Low
24,2,4507,0,1,9.64,53835.99471,6,Low
25,2,4507,0,1,7.8,54240.4957,6,Low
26,2,4507,0,1,7.11,59987.4073,6,Low
27,2,4507,0,1,6.22,85067.2252,6,Low
28,2,4507,0,1,6.02,196219.3386,6,Low
29,2,4507,0,1,11.13,40764.04787,6,Low
30,2,4507,0,0.99,11.43,37308.98969,6,Low
31,2,4507,0,1,7.59,75936.42699,6,Low
32,2,4507,0,1,6.17,117741.0279,6,Low
33,2,4507,0,0.99,9.51,43309.6424,6,Low
34,2,4507,0,1,6.16,135304.3233,6,Low
35,2,4507,0,1,6.07,198864.3679,6,Low
36,2,4507,0,1,6.1,136310.0876,6,Low
37,2,4507,0,1,6.34,82954.35805,6,Low
38,2,4507,0,1,6,193388.2431,6,Low
39,2,4507,0,1,7.11,88995.76594,6,Low
40,2,4507,0,1,7.2,40877.10313,6,Low
41,2,4507,0,1,6.06,177567.6061,6,Low
42,2,4507,0,0.88,12.62,24744.09879,6,Low
43,2,4507,0,1,9.38,48300.08162,6,Low
44,2,4507,0,1,8.86,40954.13234,6,Low
45,2,4507,0,1,6.39,82796.14996,6,Low
46,2,4507,0,0.83,10.96,24278.92031,6,Low
47,2,4507,0,1,6.19,127135.1054,6,Low
48,2,4507,0,1,6.24,107968.7834,6,Low
49,2,4507,0,1,7.31,56125.05557,6,Low
50,2,4507,0,1,7.42,52525.17203,6,Low
51,2,4507,0,1,6.2,102849.3921,6,Low
52,2,4507,0,1,6.33,89258.83293,6,Low
53,2,4507,0,1,6.37,122267.1191,6,Low
54,2,4507,0,1,6.44,90339.98887,6,Low
55,2,4507,0,1,7.19,70738.21098,6,Low
56,2,4507,0,1,7.04,74272.98242,6,Low
57,2,4507,0,1,6,177068.6144,6,Low
58,2,4507,0,1,7.05,71580.79547,6,Low
59,2,4507,0,1,7.15,75144.4443,6,Low
0,2,4511,1,0.99,3.9,11955.76193,3,Low
1,2,4511,1,1,3.21,38062.87096,3,Low
2,2,4511,1,1,3.12,53916.57803,3,Low
3,2,4511,1,1,3.46,49809.68521,3,Low
4,2,4511,1,1,3.22,46640.47838,3,Low
5,2,4511,1,1,3.19,54431.12795,3,Low
6,2,4511,1,0.99,3.42,49831.84854,3,Low
7,2,4511,1,1,3.02,102639.4086,3,Low
